codigo	descripcion
27265	TRATAMIENTO CERRADO DE DISLOCACION POST-ARTROPLASTIA DE CADERA, SIN ANESTESIA.
27266	TRATAMIENTO CERRADO DE DISLOCACION POST-ARTROPLASTIA DE CADERA, CON ANESTESIA REGIONAL O GENERAL.
27267	TRATAMIENTO CERRADO DE FRACTURA FEMORAL DE LA CABEZA SIN MANIPULACION
27268	TRATAMIENTO CERRADO DE FRACTURA FEMORAL DE LA CABEZA CON MANIPULACION
27269	TRATAMIENTO ABIERTO DE FRACTURA FEMORAL DE LA CABEZA INCLUYE LA FIJACION INTERNA SI ES QUE SE LA REALIZA
27275	MANIPULACION ARTICULACION DE LA CADERA REQUIRIENDO ANESTESIA GENERAL.
27280	ARTRODESIS ARTICULACION SACROILIACA (INCLUYE EL OBTENER EL INJERTO)
27282	ARTRODESIS DE SINFISIS PUBICA (INCLUYE EL OBTENER EL INJERTO).
27284	ARTRODESIS ARTICULACION DE CADERA (INCLUYE EL OBTENER EL INJERTO).
27286	ARTRODESIS ARTICULACION DE CADERA (INCLUYE EL OBTENER EL INJERTO). CON OSTEOTOMIA SUBTROCANTERICA.
27290	HEMIPELVECTOMIA (AMPUTACION INTERPELVIABDOMINAL).
27295	DESARTICULACION DE LA CADERA.
27299	OTROS PROCEDIMIENTOS NO LISTADOS DE PELVIS O ARTICULACION DE LA CADERA.
27301	INCISION Y DRENAJE DE ABSCESO PROFUNDO BURSA INFECTADA O HEMATOMA, REGIONES DE MUSLO Y RODILLA.
27303	INCISION PROFUNDA CON APERTURA DE LA CORTEZA DEL HUESO EN FEMUR O RODILLA (EJ: OSTEOMIELITIS O ABSCESO OSEO). 
27305	FASCIOTOMIA ABIERTA ILIOTIBIAL (TENOTOMIA).
27306	TENOTOMIA, PERCUTANEA, CERRADA DE ADUCTORES O ISQUIOTIBIALES (PROCEDIMIENTO SEPARADO), UNICO.  
27307	TENOTOMIA, PERCUTANEA, CERRADA DE ADUCTORES O ISQUIOTIBIALES (PROCEDIMIENTO SEPARADO), MULTIPLES TENDONES.
27310	ARTROTOMIA DE RODILLA POR INFECCION, CON EXPLORACION, DRENAJE O EXTRACCION DE CUERPO EXTRANO (EJ: INFECCION).
27323	BIOPSIA, TEJIDOS BLANDOS, SUPERFICIAL, REGIONES DE MUSLO O RODILLA.
27324	PROFUNDA (SUBFASCIAL O INTRAMUSCULAR).
27325	NEURECTOMIA MUSCULO DEL TENDON DE LA CORVA (MUSLO POSTERIOR) (HAMSTRING)
27326	NEURECTOMIA MUSCULO POPLITEO 
27327	EXCISION DE TUMOR SUBCUTANEO, REGIONES DE MUSLO O RODILLA.
27328	EXCISION DE TUMOR SUBCUTANEO, REGIONES DE MUSLO O RODILLA, PROFUNDA, SUBFASCIAL, O INTRAMUSCULAR.
27329	RESECCION RADICAL DE TUMOR DE TEJIDOS BLANDOS EN REGIONES DE MUSLO O RODILLA. (EJ: NEOPLASIA MALIGNA).
27330	ARTROTOMIA, RODILLA; CON BIOPSIA SINOVIAL UNICAMENTE.
27331	ARTROTOMIA, RODILLA; CON EXPLORACION DE ARTICULACION; BIOPSIA; O EXTRACCION DE CUERPO EXTRANO.
27332	ARTROTOMIA, RODILLA, PARA EXCISION DE MENISCO (MENISECTOMIA) MEDIAL O LATERAL.
27333	ARTROTOMIA, RODILLA, PARA EXCISION DE MENISCO (MENISECTOMIA) MEDIAL Y LATERAL.
27334	ARTROTOMIA, RODILLA CON SINOVECTOMIA ANTERIOR O POSTERIOR.
27335	ARTROTOMIA, RODILLA CON SINOVECTOMIA ANTERIOR Y POSTERIOR INCLUYENDO AREA POPLITEA.
27337	EXCISION, DE TUMOR DE TEJIDOS BLANDOS,  FEMUR  Y RODILLA SUBCUTANEO DE 3 CM O MAS.
27339	EXCISION, DE TUMOR DE TEJIDOS BLANDOS,  FEMUR DE RODILLA SUBFASIAL, (EJ. INTRAMUSCULAR) DE 5 CM O MAS.
27340	EXCISION BURSA PREPARATELAR.
27345	EXCISION DE QUISTE SINOVIAL EN AREA POPLITEA (QUISTE DE BAKER).
27347	EXCISION DE MENISCO O CAPSULA (EJ: QUISTE O GANGLION) DE RODILLA.
27350	PATELECTOMIA O HEMIPATELECTOMIA.
27355	EXCISION O CURETAJE DE QUISTE OSEO O TUMOR BENIGNO DEL FEMUR.
27356	EXCISION O CURETAJE DE QUISTE OSEO O TUMOR BENIGNO DEL FEMUR. CON INJERTO HOMOLOGO.
27357	EXCISION O CURETAJE DE QUISTE OSEO O TUMOR BENIGNO DEL FEMUR. CON INJERTO AUTOLOGO (INCLUYE EL OBTENER EL INJERTO).
27358	EXCISION O CURETAJE DE QUISTE OSEO O TUMOR BENIGNO DE FEMUR; CON FIJACION INTERNA. (ANOTE SEPARADAMENTE EN ADICION DEL CODIGO DEL PROCEDIMIENTO PRIMARIO).
27360	EXCISION PARCIAL DE HUESO (CRATERIZACION, DIAFISECTOMIA), DE FEMUR, TIBIA PROXIMAL Y/O PERONE (EJ: OSTEOMIELITIS O ABSCESO OSEO).
27365	RESECCION RADICAL POR TUMOR, FEMUR O RODILLA.
27370	INYECCION DE CONTRASTE EN RODILLA, PARA ARTROGRAFIA
27372	EXTRACCION DE CUERPO EXTRANO PROFUNDO, REGION DE MUSLO O AREA DE LA RODILLA.
27380	SUTURA DE TENDON INFRAPATELAR, PRIMARIA.
27381	SUTURA DE TENDON INFRAPATELAR, RECONSTRUCCION SECUNDARIA; INCLUYENDO INJERTO DE FASCIA O TENDON.
27385	SUTURA PRIMARIA DE TENDON DE CUADRICEPS O DE TENDONES ISQUIOTIBIALES POR RUPTURA.
27386	SUTURA DE TENDON DE CUADRICEPS O DE TENDONES ISQUIOTIBIALES POR RUPTURA. RECONSTRUCCION SECUNDARIA INCLUYENDO INJERTO DE FASCIA O TENDON.
27390	TENOTOMIA ABIERTA, ISQUIOTIBIALES, RODILLA,  A CADERA,  UNO SOLO. 
27391	TENOTOMIA ABIERTA, ISQUIOTIBIALES, RODILLA,  A CADERA, MULTIPLES TENDONES,  UNA PIERNA.
27392	TENOTOMIA ABIERTA, ISQUIOTIBIALES, RODILLA,  A CADERA, MULTIPLES TENDONES, BILATERAL.
27393	ALARGAMIENTO DE TENDON DE ISQUIOTIBIALES, UNO SOLO.
27394	ALARGAMIENTO DE TENDON DE ISQUIOTIBIALES, MULTIPLES TENDONES, UNA PIERNA.
27395	ALARGAMIENTO DE TENDON DE ISQUIOTIBIALES, MULTIPLES TENDONES, BILATERAL.
27396	TRANSPLANTE DE TENDON ISQUIOTIBIAL A LA ROTULA, UNO SOLO.
27397	TRANSPLANTE DE TENDON ISQUIOTIBIAL A LA ROTULA, MULTIPLES TENDONES.
27400	TRANSFERENCIA DE MUSCULO O TENDON ISQUIOTIBIALES AL FEMUR (PROCEDIMIENTO TIPO EGGERS).
27403	ARTROTOMIA CON REPARACION DE MENISCOS, RODILLA.
27405	SUTURA PRIMARIA DE LIGAMENTO COLATERAL DE RODILLA Y/O CAPSULA.
27407	SUTURA PRIMARIA DE LIGAMENTO CRUZADO.
27409	SUTURA PRIMARIA DE LIGAMENTOS COLATERAL Y CRUZADO.
27412	IMPLANTACION DE CONDROCITOS AUTOLOGOS DE RODILLA.
27415	ALOINJERTO OSTEOCONDRAL DE LA RODILLA, ABIERTO.
27416	INJERTO AUTOGRAFO OSTEOCONDRAL DE LA RODILLA ABIERTO, EJ. PLASTIA DE MOSAICO (INCLUYE LA OBTENCION DEL TEJIDO PARA INJERTO)
27418	TUBERCULOPLASTIA TIBIAL ANTERIOR (EJ:POR CONDROMALACIA PATELAR)
27420	RECONSTRUCCION DE ROTULA DISLOCADA;(PROCEDIMIENTO TIPO HAUSER).
27422	RECONSTRUCCION DE ROTULA DISLOCADA; CON REALINEAMIENTO DEL APARATO EXTENSOR Y/O AVANCE MUSCULAR O LIBERACION (PROCEDIMIENTO TIPO CAMPEBELL, GOLDWAITE).
27424	RECONSTRUCCION DE ROTULA DISLOCADA; CON PATELECTOMIA.
27425	LIBERACION DEL RETINACULO LATERAL (CUALQUIER METODO).
27427	RECONSTRUCCION DE LIGAMENTOS (AUMENTO) DE LA RODILLA; EXTRA-ARTICULAR
27428	RECONSTRUCCION DE LIGAMENTOS (AUMENTO) DE LA RODILLA;  INTRA- ARTICULAR (ABIERTO).
27429	RECONSTRUCCION DE LIGAMENTOS (AUMENTO) DE LA RODILLA;  INTRA ARTICULAR (ABIERTO) Y EXTRA ARTICULAR.
27430	CUADRISEPLASTIA (TIPO BENNETT O THOMPSON).
27435	CAPSULOTOMIA, DE RODILLA, LIBERACION CAPSULAR POSTERIOR.
27437	ARTROPLASTIA PATELAR SIN PROTESIS.
27438	ARTROPLASTIA PATELAR CON PROTESIS.
27440	ARTROPLASTIA DE RODILLA, PLATILLOS TIBIALES. 
27441	ARTROPLASTIA DE RODILLA, PLATILLOS TIBIALES.  CON DEBRIDAMIENTO Y SINOVECTOMIA PARCIAL
27442	ARTROPLASTIA DE RODILLA, CONDILOS FEMORALES O PLATILLOS TIBIALES.
27443	ARTROPLASTIA DE RODILLA, CONDILOS FEMORALES O PLATILLOS TIBIALES. CON DEBRIDAMIENTO Y SINOVECTOMIA PARCIAL.
27445	ARTROPLASTIA DE RODILLA, PROTESIS (TIPO WALLDIUS).
27446	ARTROPLASTIA DE RODILLA, CONDILOS Y PLATILLOS COMPARTIMIENTO MEDIAL O LATERAL. 
27447	ARTROPLASTIA DE RODILLA, CONDILOS Y PLATILLOS COMPARTIMIENTO MEDIAL Y LATERAL, CON O SIN ARREGLO DE SUPERFICIE DE LA ROTULA (REEMPLAZO TOTAL DE RODILLA).
27448	OSTEOTOMIA DE FEMUR, DIAFISIS O SUPRACONDILEA, SIN FIJACION.
27450	OSTEOTOMIA DE FEMUR, DIAFISIS O SUPRACONDILEA, CON FIJACION.
27454	OSTEOTOMIA DE DIAFISIS FEMORAL, MULTIPLE, CON REALINEAMIENTO DE CLAVO INTRA MEDULAR (PROCEDIMIENTO TIPO SOFIELD).
27455	OSTEOTOMIA, DE TIBIA PROXIMAL, INCLUYENDO OSTEOTOMIA O EXCISION DE PERONE; (INCLUYE CORRECCION DE GENUVARO O GENUVALGO), ANTES DE CIERRE DE EPIFISIS.
27457	OSTEOTOMIA, DE TIBIA PROXIMAL, INCLUYENDO OSTEOTOMIA O EXCISION DE PERONE; (INCLUYE CORRECCION DE GENUVARO O GENUVALGO), DESPUES DE CIERRE DE EPIFISIS.
27465	OSTEOPLASTIA DE FEMUR; ACORTAMIENTO (EXCLUYENDO 64876).
27466	OSTEOPLASTIA DE FEMUR; ALARGAMIENTO
27468	OSTEOPLASTIA DE FEMUR; COMBINADA, ALARGAMIENTO Y ACORTAMIENTO CON TRANSFERENCIA DE UN  SEGMENTO FEMORAL.
27470	REPARO DE MALA UNION O NO UNION DEL FEMUR,  DISTAL A LA CABEZA Y CUELLO DEL FEMUR; SIN INJERTO (TECNICA DE COMPRESION).
27472	REPARO DE MALA UNION O NO UNION DEL FEMUR,  DISTAL A LA CABEZA Y CUELLO DEL FEMUR; CON INJERTO ILIACO U OTROS INJERTOS DE HUESO (INCLUYE OBTENCION DEL  INJERTO).
27475	ARRESTO EPIFISIARIO, CUALQUIER METODO, (EPIFISIODESIS); FEMUR DISTAL.
27477	ARRESTO EPIFISIARIO, CUALQUIER METODO, (EPIFISIODESIS); TIBIA Y PERONE, PROXIMALES.
27479	COMBINADO FEMUR DISTAL, TIBIA PROXIMAL Y PERONE.
27485	ARRESTO HEMIEPIFISIARIO, DE FEMUR DISTAL O PIERNA PROXIMAL, O PERONE  (EJ: PARA GENU VARU O VALGO).
27486	REVISION DE ARTROPLASTIA TOTAL DE RODILLA, CON O SIN INJERTO, UN COMPONENTE. 
27487	REVISION DE ARTROPLASTIA TOTAL DE RODILLA, CON O SIN INJERTO, COMPONENTE FEMORAL Y TIBIAL ENTERO.
27488	REMOCION DE PROTESIS DE RODILLA, INCLUYENDO PROTESIS TOTAL DE RODILLA METLTYLMETHACRYLATO CON O SIN INSERCCION DE ESPACIADOR CUANDO APLICABLE.
27495	TRATAMIENTO PROFILACTICO DE FEMUR CON CLAVOS, CLAVIJAS,  TUBOS, PLATINOS O ALAMBRE CON O SIN METHYLMETHACRYLATO.
27496	FASCIOTOMIA DESCOMPRESIVA DE MUSLO Y/O RODILLA, UN COMPARTIMIENTO (FLEXOR, O EXTENSOR O ADUCTOR).
27497	FASCIOTOMIA DESCOMPRESIVA DE MUSLO Y/O RODILLA, UN COMPARTIMIENTO (FLEXOR, O EXTENSOR O ADUCTOR). CON DEBRIDAMIENTO DE MUSCULO NO VIABLE Y/O NERVIO.
27498	FASCIOTOMIA DESCOMPRESIVA DE MUSLO Y/O RODILLA, MULTIPLES COMPARTIMIENTOS.
27499	FASCIOTOMIA DESCOMPRESIVA DE MUSLO Y/O RODILLA, MULTIPLES COMPARTIMIENTOS. CON DEBRIDAMIENTO DE MUSCULO NO VIABLE Y/O NERVIO.
27500	TRATAMIENTO CERRADO DE FRACTURA DE DIAFISIS FEMORAL, SIN MANIPULACION.
27501	TRATAMIENTO CERRADO DE FRACTURA SUPRACONDILEA O TRANSCONDILEA CON O SIN EXTENSION INTERCONDILEA, SIN MANIPULACION.
27502	TRATAMIENTO CERRADO DE FRACTURA DE DIAFISIS FEMORAL CON MANIPULACION, CON O SIN TRACCION ESQUELETICA O CUTANEA.  
27503	TRATAMIENTO CERRADO DE FRACTURA FEMORAL SUPRA O TRANSCONDILEA CON O SIN EXTENSION INTERCONDILEA, CON MANIPULACION , CON O SIN TRACCION ESQUELETICA O CUTANEA. 
27506	TRATAMIENTO QUIRURGICO DE FRACTURA DE DIAFISIS FEMORAL, CON O SIN FIJACION EXTERNA, CON INSERCION DE IMPLANTE INTRAMEDULAR, CON O SIN CERCLAJE Y/O TORNILLOS DE BLOQUEO. 
27507	TRATAMIENTO QUIRURGICO DE FRACTURA DE DIAFISIS FEMORAL CON TORNILLOS/PLACA, CON O SIN CERCLAJE.
27508	TRATAMIENTO CERRADO FRACTURA DEL FEMUR TERCIO DISTAL, CONDILOS MEDIAL O LATERAL, SIN MANIPULACION.
27509	FIJACION ESQUELETICA PERCUTANEA DE FRACTURA FEMORAL, TERCIO DISTAL, CONDILO MEDIAL O LATERAL, O SUPRA O TRANSCONDILEA, CON O SIN EXTENSION INTERCONDILEA, O SEPARACION EPIFISIARIA DISTAL DEL FEMUR.
27510	TRATAMIENTO CERRADO DE FRACTURA FEMORAL, TERCIO DISTAL, CONDILO MEDIAL O LATERAL, CON MANIPULACION.
27511	TRATAMIENTO ABIERTO DE FRACTURA FEMORAL SUPRA O TRANSCONDILEA SIN EXTENSION INTERCONDILEA, CON O SIN FIJACION EXTERNA O INTERNA.
27513	TRATAMIENTO QUIRURGICO DE FRACTURA FEMORAL SUPRA O TRANSCONDILEA CON EXTENSION INTERCONDILEA, CON O SIN FIJACION EXTERNA O INTERNA.
27514	TRATAMIENTO QUIRURGICO DE FRACTURA DE FEMUR, TERCIO DISTAL, CONDILO MEDIAL O LATERAL, CON O SIN FIJACION EXTERNA O INTERNA. 
27516	TRATAMIENTO CERRADO DE SEPARACION EPIFISIARIA DISTAL FEMORAL, SIN MANIPULACION. 
27517	TRATAMIENTO CERRADO DE SEPARACION EPIFISIARIA DISTAL FEMORAL, CON MANIPULACION, CON O SIN TRACCION ESQUELETICA O CUTANEA.
27519	TRATAMIENTO QUIRURGICO DE SEPARACION EPIFISIARIA FEMORAL DISTAL, CON O SIN FIJACION EXTERNA O INTERNA. 
27520	TRATAMIENTO CERRADO DE FRACTURA DE ROTULA; SIN MANIPULACION.
27524	TRATAMIENTO QUIRURGICO DE FRACTURA DE ROTULA CON FIJACION INTERNA Y/O PATELECTOMIA PARCIAL O COMPLETA Y REPARO DE TEJIDO BLANDO.
27530	TRATAMIENTO CERRADO DE FRACTURA TIBIAL PROXIMAL (MESETA); SIN MANIPULACION.
27532	TRATAMIENTO CERRADO DE FRACTURA TIBIAL PROXIMAL (MESETA);  CON TRACCION ESQUELETICA. 
27535	TRATAMIENTO QUIRURGICO DE FRACTURA TIBIAL, PROXIMAL (MESETA); UNICONDILEA, CON O SIN FIJACION EXTERNA O INTERNA.
27536	TRATAMIENTO QUIRURGICO DE FRACTURA TIBIAL, PROXIMAL (MESETA); BICONDILEA, CON O SIN FIJACION INTERNA. 
27538	TRATAMIENTO CERRADO DE FRACTURA (S) DE ESPINA(S) INTERCONDILEA Y/O TUBEROSIDAD, RODILLA, CON O SIN MANIPULACION.
27540	TRATAMIENTO ABIERTO DE FRACTURA (S) DE ESPINA(S) INTERCONDILEA Y/O TUBEROSIDAD, RODILLA, CON O SIN FIJACION EXTERNA O INTERNA.
27550	TRATAMIENTO CERRADO DE LUXACION DE RODILLA; SIN ANESTESIA.
27552	TRATAMIENTO CERRADO DE LUXACION DE RODILLA; CON ANESTESIA.
27556	TRATAMIENTO QUIRURGICO DE LUXACION DE RODILLA; CON O SIN FIJACION EXTERNA O INTERNA, SIN REPARO PRIMARIO DE LIGAMENTOS O AUMENTO/RECONSTRUCCION.
27557	TRATAMIENTO QUIRURGICO DE LUXACION DE RODILLA; CON O SIN FIJACION EXTERNA O INTERNA, CON REPARO PRIMARIO DE LIGAMENTOS.
27558	TRATAMIENTO QUIRURGICO DE LUXACION DE RODILLA; CON O SIN FIJACION EXTERNA O INTERNA, CON REPARO PRIMARIO DE LIGAMENTOS, CON AUMENTO/RECONSTRUCCION.
27560	TRATAMIENTO CERRADO DE LUXACION DE ROTULA SIN ANESTESIA.
27562	TRATAMIENTO CERRADO DE LUXACION DE ROTULA CON ANESTESIA.
27566	TRATAMIENTO QUIRURGICO DE LUXACION DE ROTULA; CON O SIN PATELECTOMIA TOTAL O PARCIAL. 
27570	MANIPULACION DE LA ARTICULACION DE LA RODILLA BAJO ANESTESIA GENERAL (INCLUYE APLICACION DE TRACCION U OTROS MECANISMOS DE FIJACION)
27580	ARTRODESIS DE RODILLA; CUALQUIER TECNICA.
27590	AMPUTACION, MUSLO A TRAVES DEL FEMUR, CUALQUIER NIVEL.
27591	AMPUTACION, MUSLO A TRAVES DEL FEMUR, CUALQUIER NIVEL. CON TECNICA DE ADAPTACION PROTESICA E INMEDIATA INCLUYENDO EL  PRIMER YESO.
27592	AMPUTACION, MUSLO A TRAVES DEL FEMUR, CUALQUIER NIVEL. ABIERTA ,CIRCULAR (GUILLOTINA).
27594	AMPUTACION, MUSLO A TRAVES DEL FEMUR, CUALQUIER NIVEL. CIERRE SECUNDARIO O REVISION DE HERIDA QUIRURGICA.
27596	AMPUTACION, MUSLO A TRAVES DEL FEMUR, CUALQUIER NIVEL. REAMPUTACION.
27598	DESARTICULACION DE RODILLA.
27599	OTROS PROCEDIMIENTOS NO LISTADOS DE FEMUR O RODILLA.
27600	FASCIOTOMIA DESCOMPRESIVA PIERNA, COMPARTIMIENTO ANTERIOR Y/O LATERAL SOLAMENTE.
27601	FASCIOTOMIA DESCOMPRESIVA PIERNA, COMPARTIMIENTO(S) POSTERIOR(ES) SOLAMENTE.
27602	FASCIOTOMIA DESCOMPRESIVA PIERNA, COMPARTIMIENTO(S) ANTERIOR Y/O LATERAL, Y POSTERIOR.
27603	INCISION Y DRENAJE; ABSCESO PROFUNDO, HEMATOMA; PIERNA O TOBILLO.
27604	INCISION Y DRENAJE; PIERNA O TOBILLO. BURSA INFECTADA.
27605	TENOTOMIA DE TENDON DE AQUILES, PERCUTANEO (PROCEDIMIENTO SEPARADO) ANESTESIA LOCAL.
27606	TENOTOMIA DE TENDON DE AQUILES, PERCUTANEO (PROCEDIMIENTO SEPARADO) ANESTESIA GENERAL.
27607	INCISION PROFUNDA, CON APERTURA DE CORTEZA OSEA (EJ: PARA OSTEOMIELITIS O ABSCESO OSEO), PIERNA O TOBILLO.
27610	ARTROTOMIA DE TOBILLO, CON EXPLORACION DRENAJE O EXTRACCION DE CUERPO EXTRANO.
27612	ARTROTOMIA DE TOBILLO, LIBERACION DE CAPSULA POSTERIOR CON O SIN ALARGAMIENTO DEL TENDON DE AQUILES.
27613	BIOPSIA DE TEJIDOS BLANDOS DE PIERNA O AREA DEL TOBILLO, SUPERFICIAL.
27614	BIOPSIA DE TEJIDOS BLANDOS DE PIERNA O AREA DEL TOBILLO, PROFUNDO, SUBFASCIAL O INTRAMUSCULAR. 
27615	RESECCION RADICAL DE TUMOR (EJ: NEOPLASIA MALIGNA) DE TEJIDOS BLANDOS DE LA PIERNA O TOBILLO.
27618	EXCISION TUMOR, SUBCUTANEO DE PIERNA O AREA DEL TOBILLO.
27619	EXCISION TUMOR, PROFUNDO, SUBFASCIAL O INTRAMUSCULAR DE PIERNA O AREA DEL TOBILLO.
27620	ARTROTOMIA DE TOBILLO, CON EXPLORACION ARTICULAR, CON O SIN BIOPSIA, CON O SIN REMOCION DE CUERPO EXTRANO.
27625	ARTROTOMIA DE TOBILLO CON SINOVECTOMIA.
27626	ARTROTOMIA DE TOBILLO CON SINOVECTOMIA. INCLUYENDO TENOSINOVECTOMIA.
27630	EXCISION DE LESION DE VAINA TENDINOSA O CAPSULA (EJ. QUISTE O GANGLION) PIERNA Y/O TOBILLO.
27632	EXCISION, DE TUMOR DE TEJIDOS BLANDOS DE LA PIERNA Y TOBILLO, SUBCUTANEO DE 3 CM O MAS.
27634	EXCISION, DE TUMOR DE TEJIDOS BLANDOS DE LA PIERNA Y TOBILLO, SUBFASIAL, ( EJ. INTRAMUSCULAR) DE 5 CM O MAS.
27635	EXCISION O CURETAJE DE QUISTE OSEO O TUMOR BENIGNO, TIBIA O PERONE.
27637	EXCISION O CURETAJE DE QUISTE OSEO O TUMOR BENIGNO, TIBIA O PERONE. CON INJERTO AUTOLOGO PRIMARIO (SE INCLUYE AL OBTENER INJERTO).
27638	EXCISION O CURETAJE DE QUISTE OSEO O TUMOR BENIGNO, TIBIA O PERONE. CON INJERTO HOMOLOGO.
27640	EXCISION DE HUESO PARCIAL DE TIBIA (CRATERIZACION, DIAFISECTOMIA) (EJ: OSTEOMIELITIS).
27641	EXCISION DE HUESO PARCIAL DE PERONE (CRATERIZACION, DIAFISECTOMIA) (EJ: OSTEOMIELITIS).
27645	RESECCION RADICAL DE TUMOR, TIBIA. 
27646	RESECCION RADICAL DE TUMOR, PERONE.
27647	RESECCION RADICAL DE TUMOR, ASTRAGALO O CALCANEO.
27648	PROCEDIMIENTO DE INYECCION PARA ARTROGRAFIA DE TOBILLO.
27650	SUTURA PRIMARIA, ABIERTA O PERCUTANEA POR RUPTURA DE TENDON DE AQUILES.
27652	SUTURA PRIMARIA, ABIERTA O PERCUTANEA POR RUPTURA DE TENDON DE AQUILES. CON INJERTO (INCLUYE AL OBTENER EL INJERTO).
27654	SUTURA SECUNDARIA, TENDON DE AQUILES ROTO, CON O SIN INJERTO.
27656	REPARO DEFECTO FASCIAL EN PIERNA.
27658	REPARO O SUTURA DE TENDON FLEXOR DE LA PIERNA PRIMARIO, SIN INJERTO, CADA UNO.
27659	REPARO O SUTURA DE TENDON FLEXOR DE LA PIERNA SECUNDARIO CON O SIN INJERTO; CADA TENDON.
27664	REPARO O SUTURA DE TENDON EXTENSOR DE LA PIERNA; PRIMARIO, SIN INJERTO, CADA UNO.
27665	REPARO O SUTURA DE TENDON EXTENSOR DE LA PIERNA; SECUNDARIO CON O SIN INJERTO; CADA TENDON.
27675	REPARO PARA LUXACION DE TENDON PERONEAL; SIN OSTEOTOMIA PERONEAL.
27676	REPARO PARA LUXACION DE TENDON PERONEAL; CON OSTEOTOMIA DEL PERONE
27680	TENOLISIS, TENDONES FLEXORES O EXTENSORES, PIERNA Y/O TOBILLO; UNICO, CADA TENDON. 
27681	TENOLISIS, TENDONES FLEXORES O EXTENSORES, PIERNA Y/O TOBILLO; MULTIPLES TENDONES (A TRAVES DE LA MISMA INCISION) CADA UNO.
27685	ALARGAMIENTO O ACORTAMIENTO DE TENDON; UNO SOLO (PROCEDIMIENTO SEPARADO), PIERNA O TOBILLO.
27686	ALARGAMIENTO O ACORTAMIENTO DE TENDON; MULTIPLES TENDONES (A TRAVES DE LA MISMA INCISION) CADA UNO.
27687	RESECCION DE GASTRONEMIOS (PROCEDIMIENTO DE STRAYER).
27690	TRANSFERENCIA O TRANSPLANTE SUPERFICIAL DE TENDON UNICO, CON ROTACION O REDIRECCION DEL MUSCULO (EJ: EXTENSOR TIBIAL ANTERIOR HACIA LA MITAD DEL PIE).
27691	TRANSFERENCIA O TRANSPLANTE PROFUNDO (EJ: DEL TIBIAL ANTERIOR O TIBIAL POSTERIOR A TRAVES DEL ESPACIO INTEROSEO).
27692	TRANSFERENCIA O TRANSPLANTE SUPERFICIAL DE TENDON UNICO, CON ROTACION O REDIRECCION DEL MUSCULO (EJ: EXTENSOR TIBIAL ANTERIOR HACIA LA MITAD DEL PIE). CADA TENDON ADICIONAL (ANOTE SEPARADAMENTE EN ADICION DEL CODIGO DEL PROCEDIMIENTO PRIMARIO).
27695	SUTURA PRIMARIA DE LIGAMENTO LESIONADO A NIVEL DEL TOBILLO; COLATERAL.
27696	SUTURA PRIMARIA DE LIGAMENTO LESIONADO A NIVEL DEL TOBILLO; AMBOS LIGAMENTOS COLATERALES.
27698	SUTURA SECUNDARIA DE LIGAMENTO LESIONADO A NIVEL DE TOBILLO; COLATERAL (EJ. PROCEDIMIENTO DE WATSON JONES).
27700	ARTROPLASTIA, TOBILLO.
27702	ARTROPLASTIA, TOBILLO. CON IMPLANTE ("REEMPLAZO TOTAL DE TOBILLO").
27703	ARTROPLASTIA, TOBILLO. REVISION SECUNDARIA TOTAL DE TOBILLO.
27704	REMOCION DE IMPLANTE DE TOBILLO.
27705	OSTEOTOMIA; TIBIA.
27707	OSTEOTOMIA; PERONE
27709	OSTEOTOMIA; TIBIA Y PERONE.
27712	OSTEOTOMIA; MULTIPLE, CON REALINEAMIENTO SOBRE LA CLAVO INTRAMEDULAR (PROCEDIMIENTO TIPO SOFIELD)
27715	OSTEOPLASTIA, TIBIA Y PERONE, ALARGAMIENTO O ACORTAMIENTO.
27720	REPARO DE NO UNION O MALA UNION DE TIBIA; SIN INJERTO (EJ. TECNICA DE COMPRESION)
27722	REPARO DE NO UNION O MALA UNION DE TIBIA; CON INJERTO DESLIZANTE.
27724	REPARO DE NO UNION O MALA UNION DE TIBIA; CON INJERTO ILIACO U OTRO INJERTO AUTOLOGO (INCLUYE EL OBTENER EL INJERTO).
27725	REPARO DE NO UNION O MALA UNION DE TIBIA; POR SINOSTOSIS, CON PERONE CUALQUIER METODO.
27726	REPARO DE PERONE POR NO UNION O MAL UNION POST FRACTURA UTILIZANDO FIJACION INTERNA
27727	REPARO DE SEUDARTROSIS CONGENITA DE TIBIA.
27730	ARRESTO EPIFISIARIO (EPIFISIODESIS), CUALQUIER METODO, TIBIA DISTAL.
27732	ARRESTO EPIFISIARIO (EPIFISIODESIS), CUALQUIER METODO, PERONE DISTAL.
27734	ARRESTO EPIFISIARIO (EPIFISIODESIS), CUALQUIER METODO, TIBIA DISTAL Y PERONE 
27740	ARRESTO EPIFISIARIO (EPIFISIODESIS), CUALQUIER METODO, COMBINADA, EXTREMOS PROXIMAL Y DISTAL DE TIBIA Y PERONE.
27742	ARRESTO EPIFISIARIO (EPIFISIODESIS), CUALQUIER METODO, COMBINADA, EXTREMOS PROXIMAL Y DISTAL DE TIBIA Y PERONE. Y FEMUR DISTAL.
27745	TRATAMIENTO PROFILACTICO DE LA TIBIA CON CLAVOS, TUBOS, PLACAS O ALAMBRES, CON O SIN METHYLMETHACRYLATO.
27750	TRATAMIENTO CERRADO DE FRACTURA DE DIAFISIS TIBIAL, CON O SIN FRACTURA DE PERONE; SIN MANIPULACION.
